"","substudy_num","alpha_nls2","alpha_se_nls2","beta_hat","beta_variance_nls2","unnamed","substudy_source","Alex_PAPER_ID","use_alex_craig","data.source..or.reason.for.exclusion.","data.on.recruit.on.recruit","data.on.older.fish.on.older.fish","Density.areal.units..or.can.be.converted.","Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...","is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.","Number.of.Aggregrated.taxa.","Is.good.based.on..criteria.","Fish.Depleted.or.were.Replaced...Or.do.we.take.Beta.directly.from.the.paper.","estimation_approach","use_2024","Authors","Article.Title","Source.Title","Abstract","Times.Cited..WoS.Core","Times.Cited..All.Databases","Publication.Date","Publication.Year","Volume","Issue","Start.Page","End.Page","DOI","study_num","study","lat_deci","long_deci","journal","paired_pred","paired_substudy_num","conclusion","rawdata_for_analysis","alpha_2002","alpha_se_2002","beta_2002","beta_se_2002","var_alpha_2002","var_beta_2002","expt_obs","expt_obs_pairs","family","g_sp","trophic_status","trophic_level","habitat","geog_region_2","ocean","predators","age_start","size_start","size_start_units","SL_start","duration"
"19",28,0.000424242424243141,0.000170068027210771,1.73836363636364e-05,9.13314186218705e-12,25,"without adults",10005,"yes","Fig3 (lo,med,hi at two adult densities)","Yes","No","Yes","YES","SINGLE","1","Yes-but fish were fed","Depleted","Binomial","yes","FORRESTER, GE","FACTORS INFLUENCING THE JUVENILE DEMOGRAPHY OF A CORAL-REEF FISH","ECOLOGY","FACTORS INFLUENCING THE JUVENILE DEMOGRAPHY OF A CORAL-REEF FISH","ECOLOGY",NA,"",1990,71,"5",1666,1681,"10.2307/1937576",9,"Forrester 1990",-23.5,152.1,"Ecology","unpaired",28,"DD","yes","-0.001999",0.000268,-2.09e-05,3.85e-06,7.18e-08,1.48e-11,"Exp",NA,"Pomacentridae","Dascyllus_aruanus","planktivore",3.349999905,"reef","Australia","Pacific","present",7.5,9.12,"mmSL",9.12,300
"20",30,1e-15,NA,0.00606060606060606,9.56136657170316e-08,27,"Fig8",9,"yes","Fig 8","yes","no","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","VONHERBING, IH; HUNTE, W","SPAWNING AND RECRUITMENT OF THE BLUEHEAD WRASSE THALASSOMA-BIFASCIATUM IN BARBADOS, WEST-INDIES","MARINE ECOLOGY PROGRESS SERIES","Spawning and recruitment periodicity and post-recruitment mortality were investigated in the bluehead wrasse Thalassoma bifasciatum on fringing reefs on the west coast of Barbados by direct census and by otolith dating techniques. Spawning was seasonal, occurring primarily between January and August. Recruitment was seasonal, and was significantly correlated with spawning with time lags of 1 and 2 mo. This is consistent with the 45 d (range 33 to 64 d) larval life of T. bifasciatum, and suggests that seasonal variation in spawning is the principal factor driving seasonal variation in recruitment. Spawning frequency was higher around new and full moons (spring tides) than around first and last quarters (neap tides), but recruitment did not differ significantly with lunar phase. Daily spawning was more frequent during ebb tides than flood tides, with peak spawning occurring near the beginning of ebb tide. Surface currents on the study reefs were offshore on 96 % of the 94 occasions monitored, regardless of tidal phase. Surface currents at ebb tide were faster than at flood tide, and ebb tide currents were faster during spring tides than neap tides. The data suggest that both daily and lunar spawning cycles are influenced by daily and lunar variation in the speed of offshore currents. Population densities on all reefs had returned to pre-recruitment levels within 3 mo of the end of seasonal recruitment. Monthly mortality (% dying per month) on each study reef during the post-recruitment period was correlated with population density on that reef at the start of the month. This may suggest that post-recruitment mortality is density-dependent, but it could result from the covariance of density with age. However, the mean monthly mortality rate over the post-recruitment period on each reef was significantly correlated with recruitment strength to that reef. This suggests that post-recruitment mortality is density-dependent, and hence that post-recruitment processes influence the population dynamics of bluehead wrasse in Barbados.","52",52,"MAY",1991,72,"2-Jan",49,58,NA,11,"Hunt von Herbing and Hunte",13.194435,-59.641941,"MEPS","unpaired",30,NA,"yes",NA,NA,NA,NA,NA,NA,"Obs",NA,"Labridae","Thalassoma_bifasciatum","carnivore",3.49,"reef","LesserAntilles","Caribbean","present",NA,40,NA,40,120
"21",49,1e-15,NA,0.0190909090909091,4.84044182692473e-07,45,"Fig4",10001,"yes","Fig4B. need to convert to m2 (it's in m3)","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","ANDERSON, TW","ROLE OF MACROALGAL STRUCTURE IN THE DISTRIBUTION AND ABUNDANCE OF A TEMPERATE REEF FISH","MARINE ECOLOGY PROGRESS SERIES","","",NA,"",1994,113,"3",279,290,"10.3354/meps113279",13,"Anderson 1994",33.45,-118.4833333,"MEPS","unpaired",49,"DD","yes","0",0,-0.1976,0.0247,0,0.00061009,"Obs",5,"Embiotocidae","Brachyistius_frenatus","carnivore",3.5,"reef","California","Pacific","present",30,50,"mmSL",50,365
"22",52,0.00606060606060686,0.00193259121830544,0.00515317171717172,1.17111124125193e-06,48,"Expt - art reefs",46,"yes"," Table 1 (and Fig. 2) give adult density dependence in gobies. Not early post-settlement.  Fig 5a is not appropriate b/c it's affect of adults on recruitment.","NO","yes","yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","FORRESTER, GE","STRONG DENSITY-DEPENDENT SURVIVAL AND RECRUITMENT REGULATE THE ABUNDANCE OF A CORAL-REEF FISH","OECOLOGIA","Debate on the control of population dynamics in reef fishes has centred on whether patterns in abundance are determined by the supply of planktonic recruits, or by post-recruitment processes. Recruitment limitation implies little or no regulation of the reef-associated population, and is supported by several experimental studies that failed to detect density dependence. Previous manipulations of population density have, however, focused on juveniles, and there have been no tests for density-dependent interactions among adult reef fishes. I tested for population regulation in Coryphopterus glaucofraenum, a small, short-lived goby that is common in the Caribbean. Adult density was manipulated on artificial reefs and adults were also monitored on reefs where they varied in density naturally. Survival of adult gobies showed a strong inverse relationship with their initial density across a realistic range of densities. Individually marked gobies, however, grew at similar rates across all densities, suggesting that density-dependent survival was not associated with depressed growth, and so may result from predation or parasitism rather than from food shortage. Like adult survival, the accumulation of new recruits on reefs was also much lower at high adult densities than at low densities. Suppression of recruitment by adults may occur because adults cause either reduced larval settlement or reduced early post-settlement survival. In summary, this study has documented a previously unrecorded regulatory mechanism for reef fish populations (density-dependent adult mortality) and provided a particularly strong example of a well-established mechanism (density-dependent recruitment). In combination, these two compensatory mechanisms have the potential to strongly regulate the abundance of this species, and rule out the control of abundance by the supply of recruits.","133",134,"AUG",1995,103,"3",275,282,"10.1007/BF00328615",15,"Forrester (1995)",18.46372558,-64.56933099,"Oecologia","unpaired",52,"DD","yes","-0.006714853",0.00637,-0.004811476,0.00273,4.06e-05,7.45e-06,"Exp",1,"Gobiidae","Coryphopterus_glaucofraenum","carnivore",2.67,"reef","LesserAntilles","Caribbean","present",180,26.68,"mmSL",26.68,75
"23",53,0.00757575757575827,0.00154607297464434,0.002627,5.58298690649729e-07,49,"Obs - nat reefs",46,"yes"," Table 1 (and Fig. 2) give adult density dependence in gobies. Not early post-settlement.  Fig 5a is not appropriate b/c it's affect of adults on recruitment.","NO","yes","yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","FORRESTER, GE","STRONG DENSITY-DEPENDENT SURVIVAL AND RECRUITMENT REGULATE THE ABUNDANCE OF A CORAL-REEF FISH","OECOLOGIA","Debate on the control of population dynamics in reef fishes has centred on whether patterns in abundance are determined by the supply of planktonic recruits, or by post-recruitment processes. Recruitment limitation implies little or no regulation of the reef-associated population, and is supported by several experimental studies that failed to detect density dependence. Previous manipulations of population density have, however, focused on juveniles, and there have been no tests for density-dependent interactions among adult reef fishes. I tested for population regulation in Coryphopterus glaucofraenum, a small, short-lived goby that is common in the Caribbean. Adult density was manipulated on artificial reefs and adults were also monitored on reefs where they varied in density naturally. Survival of adult gobies showed a strong inverse relationship with their initial density across a realistic range of densities. Individually marked gobies, however, grew at similar rates across all densities, suggesting that density-dependent survival was not associated with depressed growth, and so may result from predation or parasitism rather than from food shortage. Like adult survival, the accumulation of new recruits on reefs was also much lower at high adult densities than at low densities. Suppression of recruitment by adults may occur because adults cause either reduced larval settlement or reduced early post-settlement survival. In summary, this study has documented a previously unrecorded regulatory mechanism for reef fish populations (density-dependent adult mortality) and provided a particularly strong example of a well-established mechanism (density-dependent recruitment). In combination, these two compensatory mechanisms have the potential to strongly regulate the abundance of this species, and rule out the control of abundance by the supply of recruits.","133",134,"AUG",1995,103,"3",275,282,"10.1007/BF00328615",15,"Forrester (1995)",18.46372558,-64.56933099,"Oecologia","unpaired",53,"DD","yes","-0.006741692",0.00274,-0.002996447,0.00108,7.51e-06,1.17e-06,"Obs",1,"Gobiidae","Coryphopterus_glaucofraenum","carnivore",2.67,"reef","LesserAntilles","Caribbean","present",189,28.68,"mmSL",28.68,75
"24",54,1e-10,0.0134190782050584,0.0288288288288288,874743467382.052,192,"main",49,"yes","Fig. 5 and Fig.6 show recruitment survival as a function of post-settler density. Data will have to be converted.","yes","no","Yes","YES","SINGLE","1","Yes","Depleted","Other_No_Counts","yes","TUPPER, M; BOUTILIER, RG","EFFECTS OF CONSPECIFIC DENSITY ON SETTLEMENT, GROWTH AND POSTSETTLEMENT SURVIVAL OF A TEMPERATE REEF FISH","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","Settlement, growth and post-settlement mortality of the cunner (Tautogolabrus adspersus Walbaum) was investigated on isolated boulder reefs in St. Margaret's Bay, Nova Scotia. Populations of cunner on these reefs were subjected to experimental manipulations of adult and recruit population density. Settlement of cunner was unaffected by the density of prior resident adults. Elevation of adult densities to approximately twice natural levels resulted in complete mortality of newly settled fish, while removal of adults resulted in enhanced growth and recruitment success over natural populations. This clearly demonstrates that natural populations of cunner in St. Margaret's Bay are sufficiently high to result in density-dependent growth and post-settlement mortality. Growth and mortality of newly settled fish were also suppressed by high recruit densities and enhanced by low densities of conspecific recruits. On all study reefs, newly settled cunner formed social dominance hierarchies, and both growth rate and post-settlement survival were positively correlated with fish size. Recruitment success of species such as cunner, for which post-settlement mortality is size-dependent, may be strongly influenced by processes affecting growth rate.","49",49,"29-Sep",1995,191,"2",209,222,"10.1016/0022-0981(95)00058-Y",16,"Tupper and Boutilier 1995",44.5270295,-63.94921449,"JEMBE","unpaired",54,"DD","yes",NA,NA,NA,NA,NA,NA,"Exp",NA,"Labridae","Tautogolabrus_adspersus","planktivore",3.25,"reef","NovaScotia","Atlantic","present",1,21,"mmSL",21,60
"25",55,1e-15,NA,0.0109698593232323,1.5965162565344e-06,50,"per area",101,"yes","Fig. 1a","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Beukers, JS; Jones, GP","Habitat complexity modifies the impact of piscivores on a coral reef fish population","OECOLOGIA","Patterns in juvenile mortality rates can have a profound affect on the distribution and abundance of adult individuals, and may be the result of a number of interacting factors. Field observations at Lizard Island (Great Barrier Reef, Australia) showed that for a coral reef damselfish, Pomacentrus moluccensis, juvenile mortality (over 1 year) varied between 20 and almost 100% among sites. Correlative data showed that juvenile mortality increased as a function of initial densities (recruitment), predator densities and the availability of preferred coral substrata. A multiple regression showed that these three variables together did not explain significantly more variation in mortality than the single factor showing the strongest relationship. This appeared to be because recruitment, predator densities and preferred coral substrata were all highly correlated, suggesting that one, two or all of these factors may be influencing juvenile mortality rates. One hypothesis was that density-dependent mortality in juveniles was the result of an interaction between predators (which appear to aggregate at high-recruitment sites) and the availability of preferred substrata (predator refuges). We tested this hypothesis by using both laboratory and field experiments to see whether fish predation could significantly alter survivorship of this damselfish, and whether this impact was dependent upon the coral substratum. The laboratory experiment was designed to test the effects of three common predators (Pseudochromis fuscus, Cephalopholis boenak and Thalassoma lunare) and three different coral substrata that varied in their complexity (Pocillopora damicornis, Acropora nasuta and A-nobilis) on the survival of juvenile Pomacentrus moluccensis. There was a significant interaction between predator species and microhabitat in determining survival, Pseudochromis fuscus and C-boenak were both significantly better at capturing juvenile damselfish than T-lunare. Juvenile survivorship was significantly better when they were given the more complex corals, Pocillopora damicornis and A-nasuta, compared with those given the open-structured species A-nobilis. This pattern reflects habitat selection in the field. Predators differed in their strike rates and the proportion of strikes that were successful, but all exhibited greater success at prey capture where A-nobilis was provided as shelter. The interaction between the effect of predator species and microhabitat structure on damselfish survival was tested in the field for a cohort of juvenile Pomacentrus moluccensis. We examined juvenile survival in the presence and absence of two predators that co-occur on natural patch reefs (C-boenak and Pseudochromis fuscus). The experimental patch reefs we used for this purpose were constructed from both high complexity (Pocillopora damicornis) and low complexity (A-nobilis) coral substrate. Both juveniles and predators were translocated to reefs at natural densities. The effects of predation were clearly dependent upon the microhabitat. Reefs of the high-complexity coral with predators supported the same high numbers of Pomacentrus moluccensis as the reefs with no resident predators. However, damselfish abundance was significantly lower on low-complexity reefs with resident predators, relative to the other treatments. Background rates of loss were high, even on preferred coral in the absence of the manipulated predator, suggesting that transient predators may be even more important than the residents. We suggest that adult abundances in this species were strongly influenced by the densities of different predators and the availability of preferred refuges.","303",308,"MAR",1998,114,"1",50,59,"10.1007/s004420050419",17,"Beukers and Jones 1997",-14.6683188,145.4609161,"Oecologia","unpaired",55,"DD","yes","0",0,-0.0125,0.00362,0,1.31e-05,"Obs",NA,"Pomacentridae","Pomacentrus_moluccensis","planktivore",2.47,"reef","Australia","Pacific","present",10,17.45,"mmSL",17.45,365
"26",57,0.0024242424242433,NA,0.023,2.34928154935444e-05,52,"all preds",86,"yes","Fig. 2A,B,C,D","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Hixon, MA; Carr, MH","Synergistic predation, density dependence, and population regulation in marine fish","SCIENCE","Understanding natural causes of density dependence is essential for identifying possible sources of population regulation. Field experiments on a model system of coral reef fishes showed that small juveniles of Chromis cyanea suffer heavy mortality that is spatially density-dependent only in the presence of two suites of predators: transient piscivores attacking from above, and reef-resident piscivores attacking from below. In the absence of either kind of predator, early mortality of Chromis is virtually density-independent. Because piscivores may have regulatory roles in this and similar marine systems, overfishing these predators may have ramifications for the remainder of the exploited community.","358",363,"15-Aug",1997,277,"5328",946,949,"10.1126/science.277.5328.946",18,"Hixon and Carr 1997",23.603175,-75.997678,"Science","paired",57,"DD","yes","0",0,-0.0251,0.004,0,1.6e-05,"Exp",NA,"Pomacentridae","Chromis_cyanea","planktivore",3.73,"reef","Bahamas","Caribbean","present",1,10,"mmSL",10,30
"27",58,0.0106060606060613,0.00185528756957322,6.70475757575755e-05,6.30061176755582e-07,53,"no preds",86,"yes","Fig. 2A,B,C,D","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Hixon, MA; Carr, MH","Synergistic predation, density dependence, and population regulation in marine fish","SCIENCE","Understanding natural causes of density dependence is essential for identifying possible sources of population regulation. Field experiments on a model system of coral reef fishes showed that small juveniles of Chromis cyanea suffer heavy mortality that is spatially density-dependent only in the presence of two suites of predators: transient piscivores attacking from above, and reef-resident piscivores attacking from below. In the absence of either kind of predator, early mortality of Chromis is virtually density-independent. Because piscivores may have regulatory roles in this and similar marine systems, overfishing these predators may have ramifications for the remainder of the exploited community.","358",363,"15-Aug",1997,277,"5328",946,949,"10.1126/science.277.5328.946",18,"Hixon and Carr 1997",23.603175,-75.997678,"Science","paired",57,"DI","yes","-0.011",0.00483,8e-05,0.0019,2.33e-05,3.61e-06,"Exp",NA,"Pomacentridae","Chromis_cyanea","planktivore",3.73,"reef","Bahamas","Caribbean","absent",1,10,"mmSL",10,30
"28",59,0.0142424242424248,0.0026283240568954,0.00234634001010101,2.00223211730173e-06,54,"resident preds",86,"yes","Fig. 2A,B,C,D","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Hixon, MA; Carr, MH","Synergistic predation, density dependence, and population regulation in marine fish","SCIENCE","Understanding natural causes of density dependence is essential for identifying possible sources of population regulation. Field experiments on a model system of coral reef fishes showed that small juveniles of Chromis cyanea suffer heavy mortality that is spatially density-dependent only in the presence of two suites of predators: transient piscivores attacking from above, and reef-resident piscivores attacking from below. In the absence of either kind of predator, early mortality of Chromis is virtually density-independent. Because piscivores may have regulatory roles in this and similar marine systems, overfishing these predators may have ramifications for the remainder of the exploited community.","358",363,"15-Aug",1997,277,"5328",946,949,"10.1126/science.277.5328.946",18,"Hixon and Carr 1997",23.603175,-75.997678,"Science","unpaired",59,"DI","yes","-0.015554546",0.0269,-0.001698011,0.0125,0.00072361,0.00015625,"Exp",NA,"Pomacentridae","Chromis_cyanea","planktivore",3.73,"reef","Bahamas","Caribbean","present",1,10,"mmSL",10,30
"29",60,0.00161616161616245,NA,0.0075803903030303,2.38981962081494e-06,55,"transient preds",86,"yes","Fig. 2A,B,C,D","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Hixon, MA; Carr, MH","Synergistic predation, density dependence, and population regulation in marine fish","SCIENCE","Understanding natural causes of density dependence is essential for identifying possible sources of population regulation. Field experiments on a model system of coral reef fishes showed that small juveniles of Chromis cyanea suffer heavy mortality that is spatially density-dependent only in the presence of two suites of predators: transient piscivores attacking from above, and reef-resident piscivores attacking from below. In the absence of either kind of predator, early mortality of Chromis is virtually density-independent. Because piscivores may have regulatory roles in this and similar marine systems, overfishing these predators may have ramifications for the remainder of the exploited community.","358",363,"15-Aug",1997,277,"5328",946,949,"10.1126/science.277.5328.946",18,"Hixon and Carr 1997",23.603175,-75.997678,"Science","unpaired",60,"DI","yes","0",0,-0.00844,0.00259,0,6.71e-06,"Exp",NA,"Pomacentridae","Chromis_cyanea","planktivore",3.73,"reef","Bahamas","Caribbean","present",1,10,"mmSL",10,30
"30",61,1e-15,NA,0.00889939393939394,2.63300964707891e-06,56,"Fig4-1992",85,"yes","Fig. 4A-C.  these fish live in sand patches, but breed by placing eggs under rocks.  Much like Coryphopterus.  We need to clarify what we included since these are ""reef"" associated, but likely at the margins of reefs -- vs. estuarine species.  Check that we converted K values approporiately.","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Sano, M","Temporal variation in density dependence: Recruitment and postrecruitment demography of a temperate zone sand goby","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","Spatial and temporal variation in the recruitment of many marine invertebrate and fish species is thought to strongly affect patterns in their demersal abundance. Variation in recruitment of the temperate zone annual goby Sagamia geneionema (Hilgendorf) over eight sand patches within a 1 ha area was investigated during 3 consecutive years (1992-1994). I evaluated the relative importance of recruitment and postrecruitment processes in determining adult density by monitoring the abundance, survival, and growth of juveniles in each patch. In 1992 and 1994, despite pronounced spatial variation in recruitment among sand patches, patterns of recruit abundance established at the end of the settlement season (mid-June or early July) were clearly modified through postrecruitment density-dependent mortality. Consequently, densities in mid-December, when all surviving fish become adults, were stabilized at a low level across patches. The period of mortality which contributed most to stabilizing adult densities was from mid-August to mid-September in both years. In contrast to 1992 and 1994, adult numbers in 1993 directly reflected variation in recruitment success across patches as a result of density-independent mortality, even though recruits were the most numerous in this year. Furthermore, no density-dependent growth was detected in either the juvenile or adult phase. These patterns indicate that, in 1993, recruitment was the major determinant of adult numbers, and competition for resources was unimportant. Thus, the results of this study suggest that both recruitment and postrecruitment processes can influence the demography of demersal populations, and their relative importance can vary from year to year. (C) 1997 Elsevier Science B.V.","26",26,"1-Jul",1997,214,"2-Jan",67,84,"10.1016/S0022-0981(97)00019-1",19,"Sano 1997",35.15,139.6166667,"JEMBE","unpaired",61,"DD","yes","0",0,-0.00944,0.000905,0,8.19e-07,"Obs",NA,"Gobiidae","Sagamia_geneionema","planktivore and carnivore",3.18,"sand","Japan","Pacific","present",20,53,"mmSL",53,165
"31",62,0.00222727272727273,0.000266697588126159,-0.000117434848484848,5.39391289078739e-08,57,"Fig4-1993",85,"yes","Fig. 4A-C.  these fish live in sand patches, but breed by placing eggs under rocks.  Much like Coryphopterus.  We need to clarify what we included since these are ""reef"" associated, but likely at the margins of reefs -- vs. estuarine species.  Check that we converted K values approporiately.","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Sano, M","Temporal variation in density dependence: Recruitment and postrecruitment demography of a temperate zone sand goby","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","Spatial and temporal variation in the recruitment of many marine invertebrate and fish species is thought to strongly affect patterns in their demersal abundance. Variation in recruitment of the temperate zone annual goby Sagamia geneionema (Hilgendorf) over eight sand patches within a 1 ha area was investigated during 3 consecutive years (1992-1994). I evaluated the relative importance of recruitment and postrecruitment processes in determining adult density by monitoring the abundance, survival, and growth of juveniles in each patch. In 1992 and 1994, despite pronounced spatial variation in recruitment among sand patches, patterns of recruit abundance established at the end of the settlement season (mid-June or early July) were clearly modified through postrecruitment density-dependent mortality. Consequently, densities in mid-December, when all surviving fish become adults, were stabilized at a low level across patches. The period of mortality which contributed most to stabilizing adult densities was from mid-August to mid-September in both years. In contrast to 1992 and 1994, adult numbers in 1993 directly reflected variation in recruitment success across patches as a result of density-independent mortality, even though recruits were the most numerous in this year. Furthermore, no density-dependent growth was detected in either the juvenile or adult phase. These patterns indicate that, in 1993, recruitment was the major determinant of adult numbers, and competition for resources was unimportant. Thus, the results of this study suggest that both recruitment and postrecruitment processes can influence the demography of demersal populations, and their relative importance can vary from year to year. (C) 1997 Elsevier Science B.V.","26",26,"1-Jul",1997,214,"2-Jan",67,84,"10.1016/S0022-0981(97)00019-1",19,"Sano 1997",35.15,139.6166667,"JEMBE","unpaired",62,"DI","yes","-0.00235",0.00046,0.000242,0.000372,2.12e-07,1.38e-07,"Obs",NA,"Gobiidae","Sagamia_geneionema","planktivore and carnivore",3.18,"sand","Japan","Pacific","present",20,54,"mmSL",54,165
"32",63,1e-15,NA,0.0129159794444444,5.44913093833654e-06,58,"Fig4-1994",85,"yes","Fig. 4A-C.  these fish live in sand patches, but breed by placing eggs under rocks.  Much like Coryphopterus.  We need to clarify what we included since these are ""reef"" associated, but likely at the margins of reefs -- vs. estuarine species.  Check that we converted K values approporiately.","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Sano, M","Temporal variation in density dependence: Recruitment and postrecruitment demography of a temperate zone sand goby","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","Spatial and temporal variation in the recruitment of many marine invertebrate and fish species is thought to strongly affect patterns in their demersal abundance. Variation in recruitment of the temperate zone annual goby Sagamia geneionema (Hilgendorf) over eight sand patches within a 1 ha area was investigated during 3 consecutive years (1992-1994). I evaluated the relative importance of recruitment and postrecruitment processes in determining adult density by monitoring the abundance, survival, and growth of juveniles in each patch. In 1992 and 1994, despite pronounced spatial variation in recruitment among sand patches, patterns of recruit abundance established at the end of the settlement season (mid-June or early July) were clearly modified through postrecruitment density-dependent mortality. Consequently, densities in mid-December, when all surviving fish become adults, were stabilized at a low level across patches. The period of mortality which contributed most to stabilizing adult densities was from mid-August to mid-September in both years. In contrast to 1992 and 1994, adult numbers in 1993 directly reflected variation in recruitment success across patches as a result of density-independent mortality, even though recruits were the most numerous in this year. Furthermore, no density-dependent growth was detected in either the juvenile or adult phase. These patterns indicate that, in 1993, recruitment was the major determinant of adult numbers, and competition for resources was unimportant. Thus, the results of this study suggest that both recruitment and postrecruitment processes can influence the demography of demersal populations, and their relative importance can vary from year to year. (C) 1997 Elsevier Science B.V.","26",26,"1-Jul",1997,214,"2-Jan",67,84,"10.1016/S0022-0981(97)00019-1",19,"Sano 1997",35.15,139.6166667,"JEMBE","unpaired",63,"DD","yes","0",0,-0.0132,0.00106,0,1.12e-06,"Obs",NA,"Gobiidae","Sagamia_geneionema","planktivore and carnivore",3.18,"sand","Japan","Pacific","present",20,54,"mmSL",54,165
"33",64,1e-15,NA,0.00189621818181818,5.90530942685727e-07,59,"cn",77,"yes","Fig 2, Fig 3, Fig 6.  the Key data on in Figure 3 (37d) and 5 (86 d).","Yes - fish in expt were 1-40 d old.","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Steele, MA","Population regulation by post-settlement mortality in two temperate reef fishes","OECOLOGIA","Input of individuals dispersing into open populations can be highly variable, yet the consequences of such variation for subsequent population densities are not well understood. I explored the influence of variable input (''supply'') on subsequent densities of juveniles and adults in open local populations of two temperate reef fishes, the bluebanded goby (Lythrypnus dalli) and the blackeye goby (Coryphopterus nicholsii). Variable recruitment was simulated by stocking a natural range of densities of young fishes on replicate patch reefs. Density and mortality of the stocked cohorts were followed over time, until the fishes reached maturity. Over the first day of the experiments, mortality of both species was significantly density-dependent; however, there was still a very strong relationship between density on day 1 and density on day 0 (i.e., simulated recruitment was still an excellent predictor of population density). At this point in the study, the main effects of density-dependent mortality were to reduce mean densities and variation about the mean. Over the;period from the start of the experiments until the time when maturity was reached by each species (about 1 and 3 months for Lythrypnus and Coryphopterus, respectively), mortality was strongly density-dependent. Such strong density-dependent mortality virtually eliminated any linear relationship between adult density and ''recruit'' density. However, for both species, the relationship between these two variables was well fit by an asymptotic curve, with the asymptotic density of adults equal to c. 3/m(2) for Coryphopterus, and c. 10/m(2) for Lythrypnus. Natural recruitment (via settlement of larvae) to the reefs over the period of the study (9 months) was above the asymptotic densities of adults for the two species, even though the study did not encompass the periods of peak annual recruitment of either species. This suggests that adult populations of these two gobies may often be limited, and regulated, by post-settlement processes, rather than by input of settlers. Other studies have shown that mortality of the two species is density-independent, or only weakly density-dependent, on reefs from which predators have been excluded. Hence, it appears that predators cause density-dependent mortality in these fishes.","63",63,"",1997,112,"1",64,74,"10.1007/s004420050284",20,"Steele 1997 - oecologia",33.44471889,-118.4855508,"Oecologia","unpaired",64,"DD","yes","0",0,-0.00229,0.000477,0,2.28e-07,"Exp",NA,"Gobiidae","Rhinogobiops_nicholsii","planktivore and carnivore",NA,"reef","California","Pacific","present",20,27.5,"mmSL",27.5,86
