substudy_num,alpha_nls2,alpha_se_nls2,beta_hat,beta_variance_nls2,unnamed,substudy_source,Alex_PAPER_ID,use_alex_craig,data.source..or.reason.for.exclusion.,data.on.recruit.on.recruit,data.on.older.fish.on.older.fish,Density.areal.units..or.can.be.converted.,Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...,is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.,Number.of.Aggregrated.taxa.,Is.good.based.on..criteria.,Fish.Depleted.or.were.Replaced...Or.do.we.take.Beta.directly.from.the.paper.,estimation_approach,use_2024,Authors,Article.Title,Source.Title,Abstract,Times.Cited..WoS.Core,Times.Cited..All.Databases,Publication.Date,Publication.Year,Volume,Issue,Start.Page,End.Page,DOI,study_num,study,lat_deci,long_deci,journal,paired_pred,paired_substudy_num,conclusion,rawdata_for_analysis,alpha_2002,alpha_se_2002,beta_2002,beta_se_2002,var_alpha_2002,var_beta_2002,expt_obs,expt_obs_pairs,family,g_sp,trophic_status,trophic_level,habitat,geog_region_2,ocean,predators,age_start,size_start,size_start_units,SL_start,duration,mean_density,median_density
256,0.581818182,0.04509379114689738,-1.31313e-4,4.7e-9,169,10mmfish,356,yes,"Fig 1 (for 10mm, but done in cages with 5 predators; need to note this.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Lecchini, D; Nakamura, Y; Grignon, J; Tsuchiya, M","Evidence of density-independent mortality in a settling coral reef damselfish, Chromis viridis",ICHTHYOLOGICAL RESEARCH,"To know if the variation in the number of settling fish larvae can be dampened by density-dependent postsettlement mortality, we investigated the relationship between settler density and predator-induced mortality of a coral reef damselfish, Chromis viridis. Totals of 2, 3, 5, 8, 10, 12, 14, 16, 18, and 20 fish of 10 or 20mm total length were released in experimental cages enclosing a coral head of Porites rus (to provide settlement habitat) and five predators. The results showed that the mortality rate of both 10- and 20-mm fish was density independent.",6,6,AUG,2006,53,3,298,300,10.1007/s10228-006-0340-8,73,lecchini2006,-17.5,-149.8333333,IcthyologicalResearch,unpaired,254,DI,,,,,,,,Obs,,Pomacentridae,Chromis_viridis,planktivore,,reef,PNG,Pacific,present,6,10,mmTL,8,1,611.20543299,622.52405205
257,0.060606061,0.0360750329175179,3.35771e-4,1.14e-8,170,20mmfish,356,yes,"Fig 1 (20mm fish), but done in cages with 5 predators; need to note this.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Lecchini, D; Nakamura, Y; Grignon, J; Tsuchiya, M","Evidence of density-independent mortality in a settling coral reef damselfish, Chromis viridis",ICHTHYOLOGICAL RESEARCH,"To know if the variation in the number of settling fish larvae can be dampened by density-dependent postsettlement mortality, we investigated the relationship between settler density and predator-induced mortality of a coral reef damselfish, Chromis viridis. Totals of 2, 3, 5, 8, 10, 12, 14, 16, 18, and 20 fish of 10 or 20mm total length were released in experimental cages enclosing a coral head of Porites rus (to provide settlement habitat) and five predators. The results showed that the mortality rate of both 10- and 20-mm fish was density independent.",6,6,AUG,2006,53,3,298,300,10.1007/s10228-006-0340-8,73,lecchini2006,-17.5,-149.8333333,IcthyologicalResearch,unpaired,255,DI,,,,,,,,Obs,,Pomacentridae,Chromis_viridis,planktivore,,reef,PNG,Pacific,present,16,20,mmTL,16,1,611.20543299,622.52405205
258,0.048282828,0.007752418977325723,-0.001129697,8.85e-8,171,Chrysiptera parasema_acropora,475,yes,Fig4a,Yes,no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Bonin, MC; Srinivasan, M; Almany, GR; Jones, GP",Interactive effects of interspecific competition and microhabitat on early post-settlement survival in a coral reef fish,CORAL REEFS,"Microhabitat type and the competition for microhabitats can each influence patterns of abundance and mortality in coral reef fish communities; however, the effect of microhabitat on the intensity and outcome of competition is not well understood. In Kimbe Bay, Papua New Guinea, surveys were used to quantify microhabitat use and selectivity in two live-coral specialist damselfishes (Pomacentridae), Chrysiptera parasema, and Dascyllus melanurus. A patch reef experiment was then conducted to test how intra- and interspecific competition interacts with two types of microhabitat to influence survival of recently settled C. parasema. Surveys demonstrated that C. parasema and D. melanurus recruits utilized similar coral microhabitats; 72% of C. parasema and 85% of D. melanurus used corymbose and bottlebrush growth forms of Acropora. One microhabitat type, Pocillopora sp. coral, was commonly used by D. melanurus but rarely by C. parasema. The patch reef experiment revealed that both microhabitat and interspecific competition influence abundance of recently settled C. parasema. Microhabitat had the strongest influence on survival of C. parasema. In the absence of interspecific competitors, 85% of C. parasema survived for 5 days after transplantation to high-complexity bottlebrush Acropora reefs when compared to only 25% survival of Pocillopora reefs. In both microhabitats, interspecific competition with D. melanurus, but not intraspecific competition, significantly decreased the survival of C. parasema. Taken together, these results suggest that the observed distribution of C. parasema results from specialized microhabitat requirements and competition for space in those microhabitats. This study demonstrates that interspecific competition and microhabitat type can interact to influence early post-settlement survival in coral reef fishes, though, whether and how these factors influence survival will depend on the behavioural attributes and strength of habitat associations among potential competitors.",58,58,MAR,2009,28,1,265,274,10.1007/s00338-008-0451-y,74,bonin_cr_2009,-5.165384429,150.5006007,Coral Reefs,unpaired,256,DD,,,,,,,,Exp,,Pomacentridae,Chrysiptera_parasema,planktivore,,reef,PNG,Pacific,present,1,9.3,mmSL,9.3,5,18.666666666666668,16
259,0.242424242,0.0695732851028324,0.013858586,1.26684e-4,172,Chrysiptera parasema_poc,475,yes,Fig 4b,Yes,no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Bonin, MC; Srinivasan, M; Almany, GR; Jones, GP",Interactive effects of interspecific competition and microhabitat on early post-settlement survival in a coral reef fish,CORAL REEFS,"Microhabitat type and the competition for microhabitats can each influence patterns of abundance and mortality in coral reef fish communities; however, the effect of microhabitat on the intensity and outcome of competition is not well understood. In Kimbe Bay, Papua New Guinea, surveys were used to quantify microhabitat use and selectivity in two live-coral specialist damselfishes (Pomacentridae), Chrysiptera parasema, and Dascyllus melanurus. A patch reef experiment was then conducted to test how intra- and interspecific competition interacts with two types of microhabitat to influence survival of recently settled C. parasema. Surveys demonstrated that C. parasema and D. melanurus recruits utilized similar coral microhabitats; 72% of C. parasema and 85% of D. melanurus used corymbose and bottlebrush growth forms of Acropora. One microhabitat type, Pocillopora sp. coral, was commonly used by D. melanurus but rarely by C. parasema. The patch reef experiment revealed that both microhabitat and interspecific competition influence abundance of recently settled C. parasema. Microhabitat had the strongest influence on survival of C. parasema. In the absence of interspecific competitors, 85% of C. parasema survived for 5 days after transplantation to high-complexity bottlebrush Acropora reefs when compared to only 25% survival of Pocillopora reefs. In both microhabitats, interspecific competition with D. melanurus, but not intraspecific competition, significantly decreased the survival of C. parasema. Taken together, these results suggest that the observed distribution of C. parasema results from specialized microhabitat requirements and competition for space in those microhabitats. This study demonstrates that interspecific competition and microhabitat type can interact to influence early post-settlement survival in coral reef fishes, though, whether and how these factors influence survival will depend on the behavioural attributes and strength of habitat associations among potential competitors.",58,58,MAR,2009,28,1,265,274,10.1007/s00338-008-0451-y,74,bonin_cr_2009,-5.165384429,150.5006007,Coral Reefs,unpaired,257,DD,,,,,,,,Exp,,Pomacentridae,Chrysiptera_parasema,planktivore,,reef,PNG,Pacific,present,1,9.3,mmSL,9.3,5,18.666666666666668,16
260,1e-15,,0.001499055,8.14e-7,173,Dascyllus melanurus_poc,475,yes,Fig 4,Yes,no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Bonin, MC; Srinivasan, M; Almany, GR; Jones, GP",Interactive effects of interspecific competition and microhabitat on early post-settlement survival in a coral reef fish,CORAL REEFS,"Microhabitat type and the competition for microhabitats can each influence patterns of abundance and mortality in coral reef fish communities; however, the effect of microhabitat on the intensity and outcome of competition is not well understood. In Kimbe Bay, Papua New Guinea, surveys were used to quantify microhabitat use and selectivity in two live-coral specialist damselfishes (Pomacentridae), Chrysiptera parasema, and Dascyllus melanurus. A patch reef experiment was then conducted to test how intra- and interspecific competition interacts with two types of microhabitat to influence survival of recently settled C. parasema. Surveys demonstrated that C. parasema and D. melanurus recruits utilized similar coral microhabitats; 72% of C. parasema and 85% of D. melanurus used corymbose and bottlebrush growth forms of Acropora. One microhabitat type, Pocillopora sp. coral, was commonly used by D. melanurus but rarely by C. parasema. The patch reef experiment revealed that both microhabitat and interspecific competition influence abundance of recently settled C. parasema. Microhabitat had the strongest influence on survival of C. parasema. In the absence of interspecific competitors, 85% of C. parasema survived for 5 days after transplantation to high-complexity bottlebrush Acropora reefs when compared to only 25% survival of Pocillopora reefs. In both microhabitats, interspecific competition with D. melanurus, but not intraspecific competition, significantly decreased the survival of C. parasema. Taken together, these results suggest that the observed distribution of C. parasema results from specialized microhabitat requirements and competition for space in those microhabitats. This study demonstrates that interspecific competition and microhabitat type can interact to influence early post-settlement survival in coral reef fishes, though, whether and how these factors influence survival will depend on the behavioural attributes and strength of habitat associations among potential competitors.",58,58,MAR,2009,28,1,265,274,10.1007/s00338-008-0451-y,74,bonin_cr_2009,-5.165384429,150.5006007,Coral Reefs,unpaired,258,DD,,,,,,,,Exp,,Pomacentridae,Dascyllus_melanurus,planktivore,,reef,PNG,Pacific,present,1,10,mmSL,10,5,16,16
261,1e-15,,4.64242e-4,2.41e-7,174,Dascyllus melanurus_acr,475,yes,Fig 5,Yes,no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Bonin, MC; Srinivasan, M; Almany, GR; Jones, GP",Interactive effects of interspecific competition and microhabitat on early post-settlement survival in a coral reef fish,CORAL REEFS,"Microhabitat type and the competition for microhabitats can each influence patterns of abundance and mortality in coral reef fish communities; however, the effect of microhabitat on the intensity and outcome of competition is not well understood. In Kimbe Bay, Papua New Guinea, surveys were used to quantify microhabitat use and selectivity in two live-coral specialist damselfishes (Pomacentridae), Chrysiptera parasema, and Dascyllus melanurus. A patch reef experiment was then conducted to test how intra- and interspecific competition interacts with two types of microhabitat to influence survival of recently settled C. parasema. Surveys demonstrated that C. parasema and D. melanurus recruits utilized similar coral microhabitats; 72% of C. parasema and 85% of D. melanurus used corymbose and bottlebrush growth forms of Acropora. One microhabitat type, Pocillopora sp. coral, was commonly used by D. melanurus but rarely by C. parasema. The patch reef experiment revealed that both microhabitat and interspecific competition influence abundance of recently settled C. parasema. Microhabitat had the strongest influence on survival of C. parasema. In the absence of interspecific competitors, 85% of C. parasema survived for 5 days after transplantation to high-complexity bottlebrush Acropora reefs when compared to only 25% survival of Pocillopora reefs. In both microhabitats, interspecific competition with D. melanurus, but not intraspecific competition, significantly decreased the survival of C. parasema. Taken together, these results suggest that the observed distribution of C. parasema results from specialized microhabitat requirements and competition for space in those microhabitats. This study demonstrates that interspecific competition and microhabitat type can interact to influence early post-settlement survival in coral reef fishes, though, whether and how these factors influence survival will depend on the behavioural attributes and strength of habitat associations among potential competitors.",58,58,MAR,2009,28,1,265,274,10.1007/s00338-008-0451-y,74,bonin_cr_2009,-5.165384429,150.5006007,Coral Reefs,unpaired,259,DD,,,,,,,,Exp,,Pomacentridae,Dascyllus_melanurus,planktivore,,reef,PNG,Pacific,present,1,10,mmSL,10,5,16,16
265,0.001313131,,0.00016416600000000001,1.35e-9,176,Fig2-chpa-healthy,745,yes,Fig2-chpa-healthy,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Bostrom-Einarsson, L; Bonin, MC; Munday, PL; Jones, GP",Habitat degradation modifies the strength of interspecific competition in coral dwelling damselfishes,ECOLOGY,"Habitat degradation is predicted to exacerbate competition for critical resources; however, the relationship between habitat quality and competition is poorly understood. In this study, we used a manipulative experiment to test the effects of habitat degradation on competition between two planktivorous, coral-dwelling damselfishes, Chrysiptera parasema and Dascyllus melanurus. Experimental reefs were constructed with either healthy (100% live) or degraded (10% live) Acropora longicyathus coral, stocked with varying densities of these two fish species, and monitored for two months. On healthy habitat, the mortality of C. parasema was density dependent, and increased substantially in the presence of the dominant interspecific competitor D. melanurus. In contrast, on reefs where habitat was degraded, C. parasema mortality was highly variable, density independent, and was no longer influenced by the presence of dominant competitor D. melanurus. Behavioral observations revealed that agonistic interactions for both species increased with density on degraded habitat, but not on healthy habitat. In addition, on degraded reefs, both species displayed a reduced association with reef habitat and ventured further away from shelter with increasing densities of the dominant competitor D. melanurus. These results suggest that reduced habitat quality can have such a profound effect on reef fishes, that it eliminates density-dependent mortality and competitive dominance hierarchies, thereby substantially altering the mechanisms that structure reef fish communities.",24,25,NOV,2014,95,11,3056,3067,,76,Bostrom-Einarssonetal_2014,-5.165384429,150.5006007,Ecology,unpaired,261,DD,,,,,,,,Exp,,Pomacentridae,Chrysiptera_parasema,planktivore,,reef,PNG,Pacific,present,17.5,16.5,mmSL,16.5,60,48.10861423,49.94382022
266,0.058282828,0.0018027756377319946,-8.28568e-4,2.51e-9,177,Fig2-chpa-degraded,745,yes,Fig2-chpa-degraded,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Bostrom-Einarsson, L; Bonin, MC; Munday, PL; Jones, GP",Habitat degradation modifies the strength of interspecific competition in coral dwelling damselfishes,ECOLOGY,"Habitat degradation is predicted to exacerbate competition for critical resources; however, the relationship between habitat quality and competition is poorly understood. In this study, we used a manipulative experiment to test the effects of habitat degradation on competition between two planktivorous, coral-dwelling damselfishes, Chrysiptera parasema and Dascyllus melanurus. Experimental reefs were constructed with either healthy (100% live) or degraded (10% live) Acropora longicyathus coral, stocked with varying densities of these two fish species, and monitored for two months. On healthy habitat, the mortality of C. parasema was density dependent, and increased substantially in the presence of the dominant interspecific competitor D. melanurus. In contrast, on reefs where habitat was degraded, C. parasema mortality was highly variable, density independent, and was no longer influenced by the presence of dominant competitor D. melanurus. Behavioral observations revealed that agonistic interactions for both species increased with density on degraded habitat, but not on healthy habitat. In addition, on degraded reefs, both species displayed a reduced association with reef habitat and ventured further away from shelter with increasing densities of the dominant competitor D. melanurus. These results suggest that reduced habitat quality can have such a profound effect on reef fishes, that it eliminates density-dependent mortality and competitive dominance hierarchies, thereby substantially altering the mechanisms that structure reef fish communities.",24,25,NOV,2014,95,11,3056,3067,,76,Bostrom-Einarssonetal_2014,-5.165384429,150.5006007,Ecology,unpaired,261,DD,,,,,,,,Exp,,Pomacentridae,Chrysiptera_parasema,planktivore,,reef,PNG,Pacific,present,17.5,16.5,mmSL,16.5,60,53.925925926666665,54.638888890000004
267,1e-15,,5.06e-5,1.19e-10,178,Fig2-dame-healthy,745,yes,Fig2-dame-healthy,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Bostrom-Einarsson, L; Bonin, MC; Munday, PL; Jones, GP",Habitat degradation modifies the strength of interspecific competition in coral dwelling damselfishes,ECOLOGY,"Habitat degradation is predicted to exacerbate competition for critical resources; however, the relationship between habitat quality and competition is poorly understood. In this study, we used a manipulative experiment to test the effects of habitat degradation on competition between two planktivorous, coral-dwelling damselfishes, Chrysiptera parasema and Dascyllus melanurus. Experimental reefs were constructed with either healthy (100% live) or degraded (10% live) Acropora longicyathus coral, stocked with varying densities of these two fish species, and monitored for two months. On healthy habitat, the mortality of C. parasema was density dependent, and increased substantially in the presence of the dominant interspecific competitor D. melanurus. In contrast, on reefs where habitat was degraded, C. parasema mortality was highly variable, density independent, and was no longer influenced by the presence of dominant competitor D. melanurus. Behavioral observations revealed that agonistic interactions for both species increased with density on degraded habitat, but not on healthy habitat. In addition, on degraded reefs, both species displayed a reduced association with reef habitat and ventured further away from shelter with increasing densities of the dominant competitor D. melanurus. These results suggest that reduced habitat quality can have such a profound effect on reef fishes, that it eliminates density-dependent mortality and competitive dominance hierarchies, thereby substantially altering the mechanisms that structure reef fish communities.",24,25,NOV,2014,95,11,3056,3067,,76,Bostrom-Einarssonetal_2014,-5.165384429,150.5006007,Ecology,unpaired,261,DD,,,,,,,,Exp,,Pomacentridae,Dascyllus_melanurus,planktivore,,reef,PNG,Pacific,present,17.5,16.5,mmSL,16.5,60,49.583333335,51.91666667
268,0.011909091,7.190271204899019e-4,-1.2e-4,1.7e-10,179,fig2-dame-degaded,745,yes,fig2-dame-degaded,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Bostrom-Einarsson, L; Bonin, MC; Munday, PL; Jones, GP",Habitat degradation modifies the strength of interspecific competition in coral dwelling damselfishes,ECOLOGY,"Habitat degradation is predicted to exacerbate competition for critical resources; however, the relationship between habitat quality and competition is poorly understood. In this study, we used a manipulative experiment to test the effects of habitat degradation on competition between two planktivorous, coral-dwelling damselfishes, Chrysiptera parasema and Dascyllus melanurus. Experimental reefs were constructed with either healthy (100% live) or degraded (10% live) Acropora longicyathus coral, stocked with varying densities of these two fish species, and monitored for two months. On healthy habitat, the mortality of C. parasema was density dependent, and increased substantially in the presence of the dominant interspecific competitor D. melanurus. In contrast, on reefs where habitat was degraded, C. parasema mortality was highly variable, density independent, and was no longer influenced by the presence of dominant competitor D. melanurus. Behavioral observations revealed that agonistic interactions for both species increased with density on degraded habitat, but not on healthy habitat. In addition, on degraded reefs, both species displayed a reduced association with reef habitat and ventured further away from shelter with increasing densities of the dominant competitor D. melanurus. These results suggest that reduced habitat quality can have such a profound effect on reef fishes, that it eliminates density-dependent mortality and competitive dominance hierarchies, thereby substantially altering the mechanisms that structure reef fish communities.",24,25,NOV,2014,95,11,3056,3067,,76,Bostrom-Einarssonetal_2014,-5.165384429,150.5006007,Ecology,unpaired,261,DD,,,,,,,,Exp,,Pomacentridae,Dascyllus_melanurus,planktivore,,reef,PNG,Pacific,present,17.5,16.5,mmSL,16.5,60,44.668508287499996,45.828729280000005
276,1e-15,,0.022525253,2.76e-5,182,Fig3a-highcondition,422,yes,Fig3a-highcondition,Yes,no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Johnson, DW",Combined effects of condition and density on post-settlement survival and growth of a marine fish,OECOLOGIA,"For species with complex life cycles, variation in growth or condition during early life stages may affect survival in later stages or during important life-stage transitions. These effects on survival may be an important source of recruitment variability. However, survival during early stages is often density-dependent and it is unclear how the effects of early condition on recruitment compare to the effects of density alone. In this study, I investigated both the independent and interactive effects of condition and density on post-settlement survival and growth of bicolor damselfish (Stegastes partitus). In a field experiment, I crossed two levels of population density with two levels of condition (established by laboratory feeding of recent settlers) and measured growth and survivorship over a 30-day period. Low condition and high density both decreased survivorship. However, the effects of density were stronger and the effects of condition and density on survivorship were independent. In contrast, condition and density had interactive effects on growth in that density reduced growth only in the high-condition treatments. In a second experiment, I examined how condition and density affected intraspecific aggression and shelter use, two behaviors that may influence growth and survival. Shelter use was unaffected by density and condition. The rate of intraspecific chases was greater and increased more strongly with density when fish were in higher condition. Average growth rate of fish decreased with increasing rate of intraspecific chases, suggesting that the difference in aggression between condition levels was the mechanism leading to differences in density-dependent growth. These results suggest that variation in condition at settlement can significantly contribute to variation in population abundance, despite density dependence in survival. However, because behaviors that affect density-dependent growth can be altered by condition at settlement, the degree to which population biomass is regulated may depend on initial condition.",44,45,FEB,2008,155,1,43,52,10.1007/s00442-007-0882-0,80,johnson_2008,23.603175,-75.997678,Oecologia,unpaired,269,DD,,,,,,,,Exp,,Pomacentridae,Stegastes_partitus,planktivore,,reef,Bahamas,Caribbean,present,10,19.5,mmTL,15.6,30,0.8333333334999999,0.8333333334999999
277,1e-15,,0.035171717,6.73e-5,183,Fig3a-lowcondition,422,yes,Fig3a-lowcondition,Yes,no,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Johnson, DW",Combined effects of condition and density on post-settlement survival and growth of a marine fish,OECOLOGIA,"For species with complex life cycles, variation in growth or condition during early life stages may affect survival in later stages or during important life-stage transitions. These effects on survival may be an important source of recruitment variability. However, survival during early stages is often density-dependent and it is unclear how the effects of early condition on recruitment compare to the effects of density alone. In this study, I investigated both the independent and interactive effects of condition and density on post-settlement survival and growth of bicolor damselfish (Stegastes partitus). In a field experiment, I crossed two levels of population density with two levels of condition (established by laboratory feeding of recent settlers) and measured growth and survivorship over a 30-day period. Low condition and high density both decreased survivorship. However, the effects of density were stronger and the effects of condition and density on survivorship were independent. In contrast, condition and density had interactive effects on growth in that density reduced growth only in the high-condition treatments. In a second experiment, I examined how condition and density affected intraspecific aggression and shelter use, two behaviors that may influence growth and survival. Shelter use was unaffected by density and condition. The rate of intraspecific chases was greater and increased more strongly with density when fish were in higher condition. Average growth rate of fish decreased with increasing rate of intraspecific chases, suggesting that the difference in aggression between condition levels was the mechanism leading to differences in density-dependent growth. These results suggest that variation in condition at settlement can significantly contribute to variation in population abundance, despite density dependence in survival. However, because behaviors that affect density-dependent growth can be altered by condition at settlement, the degree to which population biomass is regulated may depend on initial condition.",44,45,FEB,2008,155,1,43,52,10.1007/s00442-007-0882-0,80,johnson_2008,23.603175,-75.997678,Oecologia,unpaired,270,DD,,,,,,,,Exp,,Pomacentridae,Stegastes_partitus,planktivore,,reef,Bahamas,Caribbean,present,10,17,mmTL,13.6,30,0.8333333334999999,0.8333333334999999
278,1e-15,,0.20530303,0.005302758,184,Fig 2b-settlers,323,yes,"Fig2b (there might also be a way to decompose habitat quality effects).  The best option is to ignore habitat quality (since we don't have the data) and to use data from time=2 or 3 days (duration = 1 or 2 days) for the settler on settler and adult on adult responses.  For settlers, this would be ttt 3,6,7 (for settlers = 3, 8, 11 per coral; for adults on adults, it would be ttt 3,4,5 (3, 5,8 adults). We'll need to get coral area from Fig 1, by taking fish number x density and averaging across ttts.",Yes,Yes,Yes,YES,SINGLE,1,Yes,Depleted over 24 hrs (replaced after day 1),Binomial,yes,"Wilson, JA","Age class interactions in a marine goby, Elacatinus prochilos (Bohlke and Robins, 1968)",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"Many reef fishes settle monthly throughout the year, so multiple cohorts generally occur together. Yet, much research has focused on a single age class (i.e., settlers) and has ignored age class interactions. The focus of this work was to quantify within and between age class interactions of new settlers and older fish of a marine goby, Elacatinus prochilos. All age classes of this species co-occur on live coral substrate. Thus, all age classes experience and interact with all other age classes. In addition, previous work in this system has shown that post-settlement processes varied over space and drove spatial variation in habitat quality (i.e. post-settlement survival of fishes varied among coral heads at a common density of fishes). Therefore, I also explored how variation in habitat quality may modify interactions between age classes. I found that both inter- and intra-cohort interactions were similar (each age class had similar per capita effects on one another and each other). However, there was evidence for older fish being less affected by settlers than settlers were by other settlers. There was also an indication that variation in habitat quality affected the two age classes differently. This work highlights that in order to extrapolate longer-term dynamics (i.e., multiple generations) over larger spatial and temporal scales, we must consider how different age classes or stages interact with one another, and, if appropriate, explore reef fish dynamics using a stage-structured approach. (c) 2005 Elsevier B.V. All rights reserved.",11,11,27-Dec,2005,327,2,144,156,10.1016/j.jembe.2005.06.013,81,wilson_2005,17.72618934,-64.73056287,JEMBE,unpaired,272,DD,,,,,,,,Exp,,Gobiidae,Elactinus_sp.,planktivore,,reef,LesserAntilles,Caribbean,present,7,12,mmSL,12,1,15.448939393333333,14.84181818
279,0.038181818,0.00432434966208793,-0.002060606,2.45e-7,185,fig1a-1pred,345,yes,fig1a-1pred,Yes -- but juveniles,No,Yes converted from cage to areal base of cage,YES,SINGLE,3,"Yes- but designed as a functional response expt with 3 pred densities, but like other den-dep studies of short duration.",Depleted,Binomial,yes,"Johnson, DW","Predation, habitat complexity, and variation in density-dependent mortality of temperate reef fishes",ECOLOGY,,,,,2006,87,5,1179,1188,10.1890/06-0591.1,82,Johnson 2006a,36.56,-121.9383333,Ecology,unpaired,279,,,,,,,,,Exp,,Sebastidae,Sebastes_spp_NA,,,kelp,California,Pacific,present,,22.5,mmTL,18,2,6.545566499333333,6.68103448
280,0.036363636,0.006572670690061994,9.04834e-4,6.67e-7,186,fig1b-3pred,345,yes,fig1b-3pred,Yes -- but juveniles,No,Yes converted from cage to areal base of cage,YES,SINGLE,3,"Yes- but designed as a functional response expt with 3 pred densities, but like other den-dep studies of short duration.",Depleted,Binomial,yes,"Johnson, DW","Predation, habitat complexity, and variation in density-dependent mortality of temperate reef fishes",ECOLOGY,,,,,2006,87,5,1179,1188,10.1890/06-0591.1,82,Johnson 2006a,36.56,-121.9383333,Ecology,unpaired,280,,,,,,,,,Exp,,Sebastidae,Sebastes_spp_NA,,,kelp,California,Pacific,present,,22.5,mmTL,18,2,6.257109465625001,5.810653815
281,0.015909091,,0.010738588,2.14e-6,187,fig1c-5pred,345,yes,fig1c-5pred,Yes -- but juveniles,No,Yes converted from cage to areal base of cage,YES,SINGLE,3,"Yes- but designed as a functional response expt with 3 pred densities, but like other den-dep studies of short duration.",Depleted,Binomial,yes,"Johnson, DW","Predation, habitat complexity, and variation in density-dependent mortality of temperate reef fishes",ECOLOGY,,,,,2006,87,5,1179,1188,10.1890/06-0591.1,82,Johnson 2006a,36.56,-121.9383333,Ecology,unpaired,281,,,,,,,,,Exp,,Sebastidae,Sebastes_spp_NA,,,kelp,California,Pacific,present,,22.5,mmTL,18,2,6.248080465625,5.804668305
282,2.075757576,0.21645021598510822,-0.047777778,4.43202e-4,188,Fig2a-older fish,323,yes,"Fig2a (there might also be a way to decompose habitat quality effects).  The best option is to ignore habitat quality (since we don't have the data) and to use data from time=2 or 3 days (duration = 1 or 2 days) for the settler on settler and adult on adult responses.  For settlers, this would be ttt 3,6,7 (for settlers = 3, 8, 11 per coral; for adults on adults, it would be ttt 3,4,5 (3, 5,8 adults). We'll need to get coral area from Fig 1, by taking fish number x density and averaging across ttts.",Yes,Yes,Yes,YES,SINGLE,1,Yes,Depleted over 24 hrs (replaced after day 1),Binomial,yes,"Wilson, JA","Age class interactions in a marine goby, Elacatinus prochilos (Bohlke and Robins, 1968)",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"Many reef fishes settle monthly throughout the year, so multiple cohorts generally occur together. Yet, much research has focused on a single age class (i.e., settlers) and has ignored age class interactions. The focus of this work was to quantify within and between age class interactions of new settlers and older fish of a marine goby, Elacatinus prochilos. All age classes of this species co-occur on live coral substrate. Thus, all age classes experience and interact with all other age classes. In addition, previous work in this system has shown that post-settlement processes varied over space and drove spatial variation in habitat quality (i.e. post-settlement survival of fishes varied among coral heads at a common density of fishes). Therefore, I also explored how variation in habitat quality may modify interactions between age classes. I found that both inter- and intra-cohort interactions were similar (each age class had similar per capita effects on one another and each other). However, there was evidence for older fish being less affected by settlers than settlers were by other settlers. There was also an indication that variation in habitat quality affected the two age classes differently. This work highlights that in order to extrapolate longer-term dynamics (i.e., multiple generations) over larger spatial and temporal scales, we must consider how different age classes or stages interact with one another, and, if appropriate, explore reef fish dynamics using a stage-structured approach. (c) 2005 Elsevier B.V. All rights reserved.",11,11,27-Dec,2005,327,2,144,156,10.1016/j.jembe.2005.06.013,81,wilson_2005,17.72618934,-64.73056287,JEMBE,unpaired,282,DI,,,,,,,,Exp,,Gobiidae,Elactinus_sp.,planktivore,,reef,LesserAntilles,Caribbean,present,21,20,mmSL,20,1,15.172045453333334,15.1875
